,Real classes,KNN,Logistic Regression,Decision Tree,Random Forest,SVM,GNBC,BNBC
48664,1,1,1,1,1,1,1,1
48665,9,9,9,9,9,9,9,9
48666,5,7,7,5,5,7,7,7
48667,4,4,4,4,4,4,4,4
48668,6,6,6,6,6,6,6,3
48669,3,3,3,3,3,3,3,3
48670,8,6,8,8,8,8,3,3
48671,5,5,5,5,5,5,5,5
48672,0,0,0,0,0,0,0,0
48673,4,4,4,4,4,4,4,4
48674,7,7,7,7,7,7,7,7
48675,0,0,0,0,0,0,0,0
48676,0,0,0,0,0,0,0,3
48677,7,7,7,7,7,7,7,7
48678,6,6,6,6,6,6,6,6
48679,3,3,3,3,3,3,3,3
48680,7,7,7,7,7,7,5,7
48681,0,0,0,0,0,0,0,0
48682,3,3,3,3,3,3,3,3
48683,8,8,8,8,8,8,8,8
48684,4,4,4,4,4,4,4,4
48685,0,0,0,0,0,0,0,0
48686,1,1,1,1,1,1,1,1
48687,5,7,5,5,5,5,7,7
48688,5,5,5,5,5,5,5,5
48689,3,3,3,3,3,3,3,3
48690,3,3,3,3,3,3,3,3
48691,8,8,8,8,8,8,8,8
48692,0,0,0,0,0,0,0,0
48693,8,8,8,8,8,8,8,8
48694,7,7,7,7,7,7,4,7
48695,6,6,6,6,6,6,6,6
48696,8,8,8,8,8,8,8,8
48697,5,5,5,5,5,5,5,5
48698,0,0,0,0,0,0,0,0
48699,9,9,9,9,9,9,9,9
48700,4,4,4,4,4,4,4,4
48701,8,8,8,8,8,8,8,8
48702,5,5,5,5,5,5,5,5
48703,1,1,1,1,1,1,1,1
48704,4,6,6,4,4,6,6,6
48705,1,1,1,1,1,1,1,1
48706,6,6,6,6,6,6,6,6
48707,2,2,2,2,2,2,2,2
48708,0,0,0,0,0,0,0,3
48709,6,6,6,6,6,6,6,6
48710,0,0,0,0,0,0,0,9
48711,4,4,4,4,4,4,4,4
48712,1,1,1,1,1,1,1,1
48713,3,3,3,3,3,3,3,3
48714,5,5,5,5,5,5,5,5
48715,5,5,5,5,5,5,5,5
48716,0,0,0,0,0,0,0,0
48717,4,4,4,4,4,4,4,4
48718,5,5,5,5,5,5,5,5
48719,0,0,0,0,0,0,0,0
48720,7,4,7,7,7,4,4,4
48721,4,4,4,4,4,4,4,4
48722,0,0,0,0,0,0,0,0
48723,9,9,9,9,9,9,9,9
48724,5,5,5,5,5,5,5,5
48725,3,3,3,3,3,3,3,3
48726,6,6,6,6,6,6,6,6
48727,5,5,5,5,5,5,5,5
48728,5,5,5,5,5,5,5,5
48729,1,1,1,1,1,1,1,1
48730,5,5,5,5,5,5,5,5
48731,5,5,5,5,5,5,5,5
48732,3,3,3,3,3,3,3,3
48733,9,9,9,9,9,9,9,9
48734,6,6,6,6,6,6,6,6
48735,4,4,4,4,4,4,4,4
48736,9,9,9,9,9,9,9,9
48737,8,8,8,8,8,8,8,8
48738,8,8,8,8,8,8,8,8
48739,5,4,5,5,5,5,3,4
48740,1,1,1,1,1,1,9,9
48741,0,0,0,0,0,0,0,0
48742,9,9,9,9,9,9,9,9
48743,0,0,0,0,0,0,0,0
48744,1,1,1,1,1,1,1,1
48745,1,1,1,1,1,1,1,1
48746,5,5,5,5,5,5,5,5
48747,6,6,6,6,6,6,6,6
48748,8,8,8,8,8,8,8,8
48749,0,0,0,0,0,0,0,0
48750,7,7,7,7,7,7,7,7
48751,8,8,8,8,8,8,8,8
48752,7,7,7,7,7,7,7,7
48753,0,0,0,0,0,0,9,0
48754,2,2,2,2,2,2,2,2
48755,6,3,6,6,6,6,3,4
48756,1,1,1,1,1,1,1,1
48757,4,4,4,4,4,4,4,4
48758,2,2,2,2,2,2,2,2
48759,8,8,8,8,8,8,8,8
48760,7,7,7,7,7,7,7,7
48761,9,9,9,9,9,9,9,9
48762,9,9,9,9,9,9,9,9
48763,9,9,9,9,9,9,9,9
48764,9,1,9,9,9,9,9,9
48765,8,8,8,8,8,8,8,8
48766,1,1,1,1,1,1,1,1
48767,1,1,1,1,1,1,1,1
48768,3,3,3,3,3,3,3,3
48769,3,3,3,3,3,3,3,3
48770,4,4,4,4,4,4,4,4
48771,8,8,8,8,8,8,8,8
48772,5,5,5,5,5,5,5,5
48773,0,0,0,0,0,0,0,0
48774,0,0,0,0,0,0,8,0
48775,0,0,0,0,0,0,0,0
48776,9,9,9,9,9,9,1,9
48777,6,6,6,6,6,6,6,6
48778,6,6,6,6,6,6,3,3
48779,4,4,4,4,4,4,4,4
48780,2,2,2,2,2,4,4,4
48781,8,8,8,8,8,8,8,8
48782,6,6,6,6,6,6,4,4
48783,6,6,6,6,6,6,6,6
48784,9,9,9,9,9,9,9,9
48785,8,8,8,8,8,8,8,8
48786,0,0,0,0,0,0,0,0
48787,6,6,6,6,6,6,6,6
48788,1,1,1,1,1,1,1,1
48789,2,2,2,2,2,2,2,2
48790,0,0,0,0,0,0,0,0
48791,0,0,0,0,0,0,0,0
48792,1,1,1,1,1,1,1,1
48793,0,0,0,0,0,0,0,0
48794,9,9,9,9,9,9,9,9
48795,8,8,8,8,8,8,8,8
48796,3,3,3,3,3,3,3,3
48797,6,6,6,6,6,6,3,3
48798,6,6,6,6,6,6,6,6
48799,6,6,6,6,6,6,6,6
48800,1,1,1,1,1,1,1,1
48801,1,1,1,1,1,1,1,1
48802,3,3,3,3,3,3,3,3
48803,5,5,5,5,5,5,5,5
48804,6,6,6,6,6,6,6,6
48805,1,0,1,1,1,1,0,0
48806,8,8,8,8,8,8,8,8
48807,3,3,3,3,3,3,3,3
48808,5,5,5,5,5,5,3,3
48809,0,0,0,0,0,0,0,0
48810,1,1,1,1,1,1,1,1
48811,9,9,9,9,9,9,9,9
48812,2,2,2,2,2,2,2,2
48813,6,6,6,6,6,6,6,6
48814,2,2,2,2,2,2,2,2
48815,2,4,4,2,2,4,4,4
48816,0,0,0,0,0,0,0,0
48817,2,2,2,2,2,2,2,2
48818,4,4,4,4,4,4,4,4
48819,2,2,2,2,2,2,2,2
48820,3,3,3,3,3,3,3,3
48821,9,9,9,9,9,9,9,9
48822,6,6,6,6,6,6,6,6
48823,4,4,4,4,4,4,4,4
48824,9,9,9,9,9,9,9,9
48825,2,2,2,2,2,2,2,2
48826,2,2,2,2,2,2,2,2
48827,2,2,2,2,2,2,2,2
48828,1,1,1,1,1,1,1,1
48829,6,6,6,6,6,6,6,6
48830,3,3,3,3,3,3,3,3
48831,4,4,4,4,4,4,4,4
48832,5,7,5,5,5,5,5,5
48833,0,0,0,0,0,0,9,0
48834,0,0,0,0,0,0,0,0
48835,5,5,5,5,5,5,5,5
48836,3,3,3,3,3,3,3,3
48837,1,1,1,1,1,1,1,1
48838,9,9,9,9,9,9,9,9
48839,8,8,8,8,8,8,8,8
48840,7,7,7,7,7,7,3,3
48841,1,1,1,1,1,1,1,1
48842,3,3,3,3,3,3,3,5
48843,7,7,7,7,7,7,7,7
48844,0,0,0,0,0,0,0,0
48845,5,5,5,5,5,5,5,5
48846,8,8,8,8,8,8,8,8
48847,0,0,0,0,0,0,0,0
48848,9,9,9,9,9,9,9,9
48849,3,3,3,3,3,3,3,3
48850,1,1,1,1,1,1,1,1
48851,6,6,6,6,6,6,6,6
48852,7,7,7,7,7,7,5,5
48853,7,7,7,7,7,7,7,7
48854,4,4,4,4,4,4,4,4
48855,9,9,9,9,9,9,9,9
48856,2,2,2,2,2,2,2,2
48857,6,6,6,6,6,6,6,6
48858,5,5,5,5,5,5,5,5
48859,5,5,5,5,5,5,5,5
48860,4,4,4,4,4,4,7,7
48861,3,3,3,3,3,6,6,3
48862,9,9,9,9,9,9,9,9
48863,1,1,1,1,1,1,1,1
48864,6,6,6,6,6,6,6,6
48865,3,3,3,3,3,3,3,3
48866,2,2,2,2,2,2,2,2
48867,3,3,3,3,3,3,3,3
48868,2,2,2,2,2,2,2,2
48869,2,2,2,2,2,2,2,2
48870,8,8,8,8,8,8,8,8
48871,3,3,3,3,3,3,3,3
48872,8,8,8,8,8,8,8,8
48873,9,9,9,9,9,9,9,9
48874,9,9,9,9,9,9,0,9
48875,4,4,4,4,4,4,4,4
48876,1,1,1,1,1,1,1,1
48877,9,9,9,9,9,9,9,9
48878,4,4,4,4,4,4,4,4
48879,5,5,5,5,5,5,5,5
48880,4,4,4,4,4,4,4,4
48881,7,7,7,7,7,7,7,7
48882,7,7,7,7,7,7,7,7
48883,7,7,7,7,7,7,0,0
48884,9,9,9,9,9,9,9,9
48885,1,1,1,1,1,1,1,1
48886,9,9,9,9,9,9,9,9
48887,9,9,9,9,9,9,9,9
48888,2,2,2,2,2,2,2,2
48889,4,4,4,4,4,4,4,4
48890,7,7,7,7,7,7,7,5
48891,3,3,3,3,3,3,3,3
48892,9,9,9,9,9,9,9,9
48893,9,9,9,9,9,9,9,9
48894,3,3,3,3,3,3,3,3
48895,9,9,9,9,9,9,9,9
48896,1,1,1,1,1,1,1,1
48897,6,6,6,6,6,6,6,6
48898,8,8,8,8,8,8,8,8
48899,7,7,7,7,7,7,7,7
48900,4,4,4,4,4,4,4,4
48901,2,2,2,2,2,2,7,7
48902,5,5,5,5,5,5,5,5
48903,6,6,6,6,6,6,6,6
48904,1,1,1,1,1,1,1,1
48905,8,8,8,8,8,8,8,8
48906,1,9,1,1,1,1,1,1
48907,5,5,3,5,5,3,3,3
48908,5,5,5,5,5,5,5,5
48909,0,0,0,0,0,0,0,0
48910,5,5,5,5,5,5,5,5
48911,4,4,4,4,4,4,4,4
48912,5,5,5,5,5,5,3,3
48913,4,4,4,4,4,4,4,4
48914,6,6,6,6,6,6,3,3
48915,4,4,4,4,4,4,4,4
48916,7,7,7,7,7,7,7,7
48917,3,3,3,3,3,3,3,3
48918,6,6,6,6,6,6,6,6
48919,0,0,0,0,0,0,0,0
48920,1,1,1,1,1,1,1,1
48921,0,0,0,0,0,0,0,0
48922,9,9,9,9,9,9,9,9
48923,8,0,8,8,8,8,0,0
48924,2,2,2,2,2,2,0,3
48925,2,2,2,2,2,2,2,2
48926,1,1,1,1,1,1,1,1
48927,1,1,1,1,1,1,1,1
48928,5,5,5,5,5,5,5,5
48929,1,1,1,1,1,1,1,1
48930,7,7,7,7,7,7,7,7
48931,2,2,2,2,2,2,2,2
48932,8,8,8,8,8,8,8,8
48933,5,5,5,5,5,5,5,5
48934,8,8,8,8,8,8,8,8
48935,5,5,5,5,5,5,5,5
48936,7,7,7,7,7,7,7,7
48937,6,3,6,6,6,6,3,3
48938,3,5,3,3,3,3,3,3
48939,2,2,2,2,2,2,2,3
48940,9,9,9,9,9,9,9,9
48941,1,1,1,1,1,1,3,3
48942,1,1,1,1,1,1,1,1
48943,8,8,8,8,8,8,8,8
48944,5,5,5,5,5,5,5,5
48945,7,7,7,7,7,7,7,7
48946,7,7,7,7,7,7,7,7
48947,4,4,4,4,4,4,4,4
48948,9,9,9,9,9,9,0,0
48949,7,7,7,7,7,7,7,7
48950,0,0,0,0,0,0,0,0
48951,7,7,7,7,7,7,7,7
48952,8,9,8,8,8,8,9,9
48953,1,1,1,1,1,1,1,1
48954,3,3,3,3,3,3,3,3
48955,3,3,3,3,3,3,3,3
48956,1,1,1,1,1,1,1,1
48957,9,9,9,9,9,9,9,1
48958,2,2,2,2,2,2,2,2
48959,9,9,9,9,9,9,9,9
48960,1,1,1,1,1,1,1,1
48961,9,9,9,9,9,9,9,9
48962,0,0,0,0,0,0,1,1
48963,5,5,5,5,5,5,5,5
48964,1,1,1,1,1,1,1,1
48965,9,9,9,9,9,9,9,9
48966,3,3,3,3,3,3,3,3
48967,5,5,5,5,5,5,5,5
48968,3,3,3,3,3,3,3,3
48969,1,1,1,1,1,1,1,1
48970,8,1,8,8,8,8,1,1
48971,9,9,9,9,9,9,9,9
48972,8,8,8,8,8,8,8,8
48973,1,1,1,1,1,1,1,1
48974,2,2,2,2,2,2,6,6
48975,5,5,5,5,5,5,5,5
48976,2,2,2,2,2,2,2,2
48977,8,8,8,8,8,8,8,8
48978,1,1,1,1,1,1,1,1
48979,6,6,6,6,6,6,2,2
48980,7,7,7,7,7,7,7,7
48981,8,8,8,8,8,8,0,8
48982,6,6,6,6,6,6,6,6
48983,4,4,4,4,4,4,4,4
48984,1,1,1,1,1,1,9,9
48985,9,9,9,9,9,9,9,9
48986,1,1,1,1,1,1,1,1
48987,4,4,4,4,4,4,4,4
48988,2,2,2,2,2,2,4,4
48989,7,7,7,7,7,7,7,7
48990,7,7,7,7,7,7,7,7
48991,7,7,7,7,7,7,7,7
48992,1,1,1,1,1,1,3,3
48993,2,2,2,2,2,2,2,2
48994,2,2,2,2,2,2,2,2
48995,0,0,0,0,0,0,0,0
48996,8,8,8,8,8,8,8,8
48997,0,0,0,0,0,0,8,0
48998,1,1,1,1,1,1,1,1
48999,1,1,1,1,1,1,1,1
49000,2,2,2,2,2,2,2,2
49001,6,4,6,6,6,6,4,4
49002,8,8,8,8,8,8,8,8
49003,1,1,1,1,1,1,1,1
49004,4,4,4,4,4,4,5,4
49005,1,1,1,1,1,1,1,1
49006,7,7,7,7,7,7,7,7
49007,4,4,4,4,4,4,4,4
49008,1,1,1,1,1,1,1,1
49009,0,0,0,0,0,0,0,0
49010,1,1,1,1,1,1,1,1
49011,3,3,3,3,3,3,3,3
49012,5,5,5,5,5,5,3,3
49013,5,5,5,5,5,5,5,5
49014,2,2,2,2,2,2,2,2
49015,5,5,5,5,5,5,5,5
49016,4,4,4,4,4,4,3,3
49017,5,5,5,5,5,5,5,5
49018,7,7,7,7,7,7,7,7
49019,4,4,4,4,4,4,4,4
49020,2,2,2,2,2,2,2,2
49021,2,2,2,2,2,2,2,2
49022,5,5,5,5,5,5,5,5
49023,8,8,8,8,8,8,8,8
49024,4,4,2,4,4,4,2,3
49025,9,9,9,9,9,9,9,9
49026,3,3,3,3,3,3,3,3
49027,2,2,2,2,2,2,6,6
49028,6,6,6,6,6,6,6,6
49029,2,4,2,2,2,2,4,4
49030,9,9,9,9,9,9,9,9
49031,3,3,3,3,3,3,3,3
49032,6,6,6,6,6,6,6,6
49033,5,5,5,5,5,5,5,5
49034,9,9,9,9,9,9,9,9
49035,3,3,3,3,3,3,3,3
49036,6,6,6,6,6,6,6,6
49037,4,6,4,4,4,4,4,4
49038,8,8,8,8,8,8,8,8
49039,1,9,1,1,1,9,9,9
49040,3,3,3,3,3,3,3,3
49041,3,3,3,3,3,3,3,3
49042,4,4,4,4,4,4,4,4
49043,8,8,8,8,8,8,8,8
49044,6,6,6,6,6,6,6,6
49045,6,6,6,6,6,6,6,6
49046,7,7,7,7,7,7,7,7
49047,9,9,9,9,9,9,9,9
49048,6,6,6,6,6,6,6,6
49049,5,5,5,5,5,5,5,5
49050,0,0,0,0,0,0,9,8
49051,1,1,1,1,1,1,1,1
49052,3,3,3,3,3,3,3,3
49053,4,4,4,4,4,4,4,4
49054,4,4,4,4,4,4,4,4
49055,4,4,4,4,4,4,4,4
49056,0,0,0,0,0,0,0,0
49057,9,9,9,9,9,9,9,9
49058,2,2,2,2,2,2,2,2
49059,7,7,7,7,7,7,7,7
49060,9,1,9,9,9,9,3,9
49061,6,6,6,6,6,6,6,6
49062,0,0,0,0,0,0,0,0
49063,8,8,8,8,8,8,8,8
49064,9,9,9,9,9,9,9,9
49065,3,3,3,3,3,3,3,3
49066,4,4,4,4,4,4,4,4
49067,3,3,3,3,3,3,3,3
49068,4,4,4,4,4,4,4,4
49069,8,8,8,8,8,8,8,8
49070,8,8,8,8,8,8,8,8
49071,5,5,5,5,5,5,3,3
49072,2,2,2,2,2,2,2,2
49073,4,4,4,4,4,4,4,4
49074,3,3,3,3,3,3,5,5
49075,6,6,6,6,6,6,6,6
49076,9,9,9,9,9,9,9,9
49077,3,3,3,3,3,3,3,3
49078,3,3,3,3,3,3,3,5
49079,9,9,9,9,9,9,9,9
49080,3,3,3,3,3,3,3,3
49081,7,7,7,7,7,7,7,7
49082,0,0,0,0,0,0,8,8
49083,1,1,1,1,1,1,1,1
49084,8,8,8,8,8,8,8,8
49085,9,9,9,9,9,9,9,9
49086,5,5,5,5,5,5,5,5
49087,7,7,7,7,7,7,7,7
49088,4,4,4,4,4,4,4,4
49089,2,2,2,2,2,2,2,2
49090,0,0,0,0,0,0,0,0
49091,4,4,4,4,4,4,4,4
49092,6,6,6,6,6,6,6,6
49093,0,0,0,0,0,0,0,0
49094,5,5,5,5,5,5,5,5
49095,8,8,8,8,8,8,8,8
49096,7,7,7,7,7,7,7,7
49097,1,1,1,1,1,1,1,1
49098,0,0,0,0,0,0,0,0
49099,6,6,6,6,6,6,6,6
49100,4,4,4,4,4,4,4,4
49101,5,5,5,5,5,5,5,5
49102,0,0,0,0,0,0,0,0
49103,1,1,1,1,1,1,1,1
49104,8,8,8,8,8,8,8,8
49105,4,4,4,4,4,4,4,4
49106,8,8,8,8,8,8,8,8
49107,7,7,7,7,7,7,7,7
49108,7,7,7,7,7,7,7,7
49109,2,2,2,2,2,2,2,2
49110,8,8,8,8,8,8,8,8
49111,1,1,1,1,1,1,1,1
49112,4,4,4,4,4,4,4,4
49113,1,1,1,1,1,1,1,1
49114,8,8,8,8,8,8,8,8
49115,0,0,0,0,0,0,0,0
49116,8,8,8,8,8,8,8,8
49117,9,9,9,9,9,9,9,9
49118,0,0,0,0,0,0,0,0
49119,5,5,5,5,5,5,5,5
49120,7,7,7,7,7,7,7,7
49121,3,3,3,3,3,3,3,3
49122,8,8,8,8,8,8,8,8
49123,9,9,9,9,9,9,9,9
49124,6,6,6,6,6,6,6,6
49125,6,6,6,6,6,6,6,6
49126,7,7,7,7,7,7,7,7
49127,0,0,0,0,0,0,0,0
49128,1,1,1,1,1,1,1,1
49129,2,2,2,2,2,2,2,2
49130,9,9,9,9,9,9,9,9
49131,0,0,0,0,0,0,0,0
49132,5,5,5,5,5,5,5,5
49133,9,9,9,9,9,9,9,9
49134,1,1,1,1,1,1,1,1
49135,8,8,8,8,8,8,8,8
49136,6,6,6,6,6,6,6,6
49137,8,8,8,8,8,8,8,8
49138,2,2,2,2,2,2,2,2
49139,7,7,7,7,7,7,7,5
49140,7,7,7,7,7,7,7,7
49141,9,9,9,9,9,9,9,9
49142,1,1,1,1,1,1,1,1
49143,3,3,3,3,3,3,3,3
49144,2,2,2,2,2,2,2,2
49145,1,1,1,1,1,1,1,1
49146,6,6,6,6,6,6,6,6
49147,0,0,0,0,0,0,0,0
49148,5,5,5,5,5,5,5,5
49149,0,0,0,0,0,0,0,0
49150,4,4,4,4,4,4,4,4
49151,9,9,9,9,9,9,9,9
49152,6,4,6,6,6,6,6,6
49153,5,5,5,5,5,5,5,5
49154,4,4,4,4,4,4,4,4
49155,0,0,0,0,0,0,0,7
49156,6,6,6,6,6,6,6,6
49157,5,5,5,5,5,5,5,5
49158,8,8,8,8,8,8,8,8
49159,8,0,8,8,8,8,3,3
49160,1,1,1,1,1,1,1,1
49161,2,2,2,2,2,2,0,0
49162,8,8,8,8,8,8,8,8
49163,0,0,0,0,0,0,0,0
49164,5,5,5,5,5,5,5,5
49165,6,6,6,6,6,6,6,6
49166,3,3,3,3,3,3,3,3
49167,9,9,9,9,9,9,9,9
49168,9,9,9,9,9,9,9,9
49169,1,1,1,1,1,1,1,1
49170,7,7,7,7,7,7,7,7
49171,8,8,8,8,8,8,8,8
49172,7,7,7,7,7,7,0,0
49173,2,2,2,2,2,2,2,2
49174,9,9,9,9,9,9,9,9
49175,3,6,3,3,3,3,3,3
49176,6,6,6,6,6,6,6,6
49177,6,6,6,6,6,6,6,6
49178,5,5,5,5,5,5,5,5
49179,0,0,0,0,0,0,0,0
49180,7,7,7,7,7,7,2,3
49181,4,4,4,4,4,4,6,6
49182,2,2,2,2,2,2,2,2
49183,8,8,8,8,8,8,8,8
49184,6,6,6,6,6,6,6,6
49185,0,0,0,0,0,0,0,0
49186,8,8,8,8,8,8,0,0
49187,7,7,7,7,7,7,7,7
49188,4,4,4,4,4,4,4,4
49189,3,3,3,3,3,3,3,3
49190,1,1,1,1,1,1,1,1
49191,7,7,7,7,7,7,7,7
49192,9,9,9,9,9,9,9,9
49193,7,7,7,7,7,7,7,7
49194,6,6,6,6,6,6,6,6
49195,7,7,7,7,7,7,7,7
49196,5,5,5,5,5,5,5,5
49197,5,5,5,5,5,5,5,5
49198,9,9,9,9,9,9,9,9
49199,5,5,5,5,5,5,5,5
49200,5,5,5,5,5,5,5,5
49201,0,0,0,0,0,0,0,0
49202,9,9,9,9,9,9,9,9
49203,4,4,4,4,4,4,4,4
49204,0,0,0,0,0,0,0,0
49205,6,6,6,6,6,6,6,6
49206,2,2,2,2,2,2,3,3
49207,2,2,2,2,2,2,2,2
49208,3,3,3,3,3,3,3,3
49209,9,9,9,9,9,9,9,9
49210,6,6,6,6,6,6,6,6
49211,3,3,3,3,3,3,3,3
49212,1,1,1,1,1,1,1,1
49213,9,9,9,9,9,9,9,9
49214,6,6,6,6,6,6,6,6
49215,0,0,0,0,0,0,0,0
49216,6,6,6,6,6,6,6,6
49217,1,1,1,1,1,1,1,1
49218,8,8,8,8,8,8,8,8
49219,8,0,8,8,8,8,8,0
49220,6,6,6,6,6,6,6,6
49221,3,3,3,3,3,3,3,3
49222,0,0,0,0,0,0,0,0
49223,9,9,9,9,9,9,9,9
49224,1,1,1,1,1,1,1,1
49225,6,6,6,6,6,6,6,6
49226,2,2,2,2,2,2,2,2
49227,5,5,5,5,5,5,5,5
49228,7,7,7,7,7,7,7,7
49229,9,9,9,9,9,9,9,9
49230,5,5,5,5,5,5,5,5
49231,9,9,9,9,9,9,9,9
49232,5,5,5,5,5,5,5,5
49233,7,7,7,7,7,7,7,7
49234,0,0,0,0,0,0,0,0
49235,6,6,6,6,6,6,6,6
49236,7,7,7,7,7,7,7,7
49237,6,6,6,6,6,6,6,6
49238,1,1,1,1,1,1,1,1
49239,3,3,3,3,3,3,3,3
49240,3,3,3,3,3,3,3,3
49241,1,1,1,1,1,1,1,1
49242,5,3,5,5,5,5,5,5
49243,6,6,6,6,6,6,6,6
49244,8,8,8,8,8,8,8,8
49245,9,9,9,9,9,9,9,9
49246,2,2,2,2,2,2,2,2
49247,1,1,1,1,1,1,1,1
49248,7,7,7,7,7,7,7,7
49249,2,2,2,2,2,2,2,2
49250,8,8,8,8,8,8,8,8
49251,2,2,2,2,2,2,2,2
49252,2,2,2,2,2,2,2,2
49253,9,9,9,9,9,9,1,9
49254,4,4,4,4,4,4,4,4
49255,7,7,7,7,7,7,7,7
49256,9,9,9,9,9,9,9,9
49257,8,8,8,8,8,8,8,8
49258,1,1,1,1,1,1,1,1
49259,8,8,8,8,8,8,8,8
49260,3,4,4,3,3,4,4,4
49261,0,0,0,0,0,0,0,0
49262,8,8,8,8,8,8,8,8
49263,4,4,4,4,4,4,4,4
49264,7,7,7,7,7,7,7,7
49265,9,9,9,9,9,9,9,9
49266,2,2,2,2,2,2,2,2
49267,5,5,5,5,5,5,5,5
49268,0,0,0,0,0,0,0,0
49269,2,2,2,2,2,2,2,2
49270,4,4,4,4,4,4,4,4
49271,9,9,9,9,9,9,9,9
49272,1,1,1,1,1,1,1,1
49273,6,6,6,6,6,6,3,3
49274,2,2,2,2,2,2,2,2
49275,5,5,5,5,5,5,5,5
49276,0,5,0,0,0,5,5,5
49277,8,0,8,8,8,8,6,3
49278,8,8,8,8,8,8,8,8
49279,0,0,0,0,0,0,0,0
49280,1,1,1,1,1,1,1,1
49281,3,3,3,3,3,3,3,3
49282,4,4,4,4,4,4,4,4
49283,6,6,6,6,6,6,6,6
49284,5,5,5,5,5,5,5,5
49285,1,1,1,1,1,1,1,1
49286,4,4,4,4,4,4,2,2
49287,2,3,2,2,2,2,6,6
49288,2,2,2,2,2,2,2,2
49289,7,7,7,7,7,7,7,7
49290,9,9,9,9,9,9,9,9
49291,8,8,8,8,8,8,8,8
49292,0,0,0,0,0,0,0,0
49293,5,5,5,5,5,5,5,5
49294,6,6,6,6,6,6,6,6
49295,9,9,9,9,9,9,3,3
49296,0,0,0,0,0,0,0,0
49297,9,9,9,9,9,9,9,9
49298,7,7,7,7,7,7,7,7
49299,0,0,0,0,0,0,0,8
49300,6,6,6,6,6,6,6,6
49301,6,6,6,6,6,6,6,6
49302,6,6,6,6,6,6,6,6
49303,5,5,5,5,5,5,5,5
49304,4,4,4,4,4,4,4,4
49305,2,2,2,2,2,2,2,2
49306,0,0,0,0,0,0,0,0
49307,9,1,9,9,9,9,3,3
49308,5,5,5,5,5,5,5,5
49309,3,3,3,3,3,3,3,3
49310,0,9,0,0,0,0,9,9
49311,3,3,3,3,3,3,3,3
49312,7,7,7,7,7,7,7,7
49313,9,9,9,9,9,9,9,9
49314,5,5,5,5,5,5,5,5
49315,6,6,6,6,6,6,6,6
49316,1,1,1,1,1,1,1,1
49317,8,8,8,8,8,8,8,8
49318,9,9,9,9,9,9,0,0
49319,4,4,4,4,4,4,4,4
49320,6,6,6,6,6,6,6,6
49321,8,8,8,8,8,8,8,8
49322,9,9,9,9,9,9,9,9
49323,4,4,4,4,4,4,4,4
49324,0,9,0,0,0,0,1,8
49325,3,3,3,3,3,3,3,3
49326,5,5,5,5,5,5,5,5
49327,8,8,0,8,8,0,0,8
49328,9,9,9,9,9,9,9,9
49329,8,8,8,8,8,8,0,8
49330,5,5,5,5,5,5,5,3
49331,0,0,0,0,0,0,2,0
49332,4,5,5,4,4,5,5,5
49333,7,7,7,7,7,7,7,7
49334,4,4,4,4,4,4,4,3
49335,2,2,2,2,2,2,2,2
49336,7,7,7,7,7,7,7,7
49337,3,3,3,3,3,3,3,3
49338,5,5,5,5,5,5,5,5
49339,5,5,5,5,5,5,5,5
49340,2,2,2,2,2,2,2,2
49341,8,8,8,8,8,8,8,8
49342,8,8,8,8,8,8,0,0
49343,7,7,7,7,7,7,7,7
49344,1,1,1,1,1,1,9,9
49345,9,9,9,9,9,9,9,9
49346,1,1,1,1,1,1,1,1
49347,8,8,8,8,8,8,8,8
49348,0,0,0,0,0,0,0,0
49349,8,8,8,8,8,8,8,8
49350,5,5,5,5,5,5,5,5
49351,0,0,0,0,0,0,0,0
49352,8,1,8,8,8,8,1,1
49353,1,1,1,1,1,1,1,1
49354,4,4,4,4,4,4,4,4
49355,8,8,8,8,8,8,8,8
49356,9,9,9,9,9,9,9,9
49357,1,1,1,1,1,1,1,1
49358,9,9,9,9,9,9,9,9
49359,3,3,3,3,3,3,3,3
49360,0,0,0,0,0,0,0,0
49361,6,6,6,6,6,6,6,6
49362,1,1,1,1,1,1,1,1
49363,2,2,2,2,2,2,2,2
49364,2,3,2,2,2,2,2,2
49365,7,7,7,7,7,7,7,7
49366,2,2,2,2,2,2,2,2
49367,2,2,2,2,2,2,2,2
49368,6,6,6,6,6,6,6,6
49369,7,7,7,7,7,7,3,7
49370,3,3,3,3,3,3,3,3
49371,1,1,1,1,1,1,1,1
49372,1,1,1,1,1,1,1,1
49373,5,5,5,5,5,5,5,5
49374,6,6,6,6,6,6,6,6
49375,3,3,3,3,3,3,3,3
49376,8,8,8,8,8,8,8,8
49377,4,4,4,4,4,4,4,4
49378,7,7,7,7,7,7,7,7
49379,6,6,6,6,6,6,6,6
49380,8,8,8,8,8,8,8,8
49381,0,0,0,0,0,0,0,0
49382,2,2,2,2,2,2,2,2
49383,5,5,5,5,5,5,5,5
49384,9,9,9,9,9,9,9,9
49385,4,4,4,4,4,4,4,7
49386,5,5,5,5,5,5,5,5
49387,1,1,1,1,1,1,1,1
49388,9,9,9,9,9,9,9,9
49389,8,1,8,8,8,1,1,1
49390,8,8,8,8,8,8,8,8
49391,4,4,4,4,4,4,4,4
49392,5,5,5,5,5,5,5,5
49393,8,8,8,8,8,8,8,8
49394,2,2,2,2,2,2,2,2
49395,8,8,8,8,8,8,8,8
49396,9,9,9,9,9,9,9,9
49397,5,5,5,5,5,5,5,5
